# 各周期危险性曲线
周期(s), 谱加速度(cm/s^2), 年超越概率
0.400, 2.084695e+01, 8.941176e-04
0.400, 2.070694e+01, 9.058824e-04
0.400, 2.059013e+01, 9.176471e-04
0.400, 1.955067e+01, 9.294118e-04
0.400, 1.918624e+01, 9.411765e-04
0.400, 1.852679e+01, 9.529412e-04
0.400, 1.847806e+01, 9.647059e-04
0.400, 1.832559e+01, 9.764706e-04
0.400, 1.829464e+01, 9.882353e-04
0.400, 1.818195e+01, 1.000000e-03
0.400, 1.718654e+01, 1.011765e-03
0.400, 1.713434e+01, 1.023529e-03
0.400, 1.700536e+01, 1.035294e-03
0.400, 1.678049e+01, 1.047059e-03
0.400, 1.644113e+01, 1.058824e-03
0.400, 1.616619e+01, 1.070588e-03
0.400, 1.610291e+01, 1.082353e-03
0.400, 1.543198e+01, 1.094118e-03
0.400, 1.536858e+01, 1.105882e-03
0.400, 1.525737e+01, 1.117647e-03
0.400, 1.489331e+01, 1.129412e-03
0.400, 1.478059e+01, 1.141176e-03
0.400, 1.458350e+01, 1.152941e-03
0.400, 1.453677e+01, 1.164706e-03
0.400, 1.435855e+01, 1.176471e-03
0.400, 1.421551e+01, 1.188235e-03
0.400, 1.419120e+01, 1.200000e-03
0.400, 1.413095e+01, 1.211765e-03
0.400, 1.407055e+01, 1.223529e-03
0.400, 1.355947e+01, 1.235294e-03
0.400, 1.337447e+01, 1.247059e-03
0.400, 1.336285e+01, 1.258824e-03
0.400, 1.256440e+01, 1.270588e-03
0.400, 1.223991e+01, 1.282353e-03
0.400, 1.206262e+01, 1.294118e-03
0.400, 1.175655e+01, 1.305882e-03
0.400, 1.171728e+01, 1.317647e-03
0.400, 1.154814e+01, 1.329412e-03
0.400, 1.154595e+01, 1.341176e-03
0.400, 1.154015e+01, 1.352941e-03
0.400, 1.148661e+01, 1.364706e-03
0.400, 1.132197e+01, 1.376471e-03
0.400, 1.110930e+01, 1.388235e-03
0.400, 1.091247e+01, 1.400000e-03
0.400, 1.057004e+01, 1.411765e-03
0.400, 1.048336e+01, 1.423529e-03
0.400, 1.046523e+01, 1.435294e-03
0.400, 1.039962e+01, 1.447059e-03
0.400, 1.038336e+01, 1.458824e-03
0.400, 1.024995e+01, 1.470588e-03
0.400, 1.003460e+01, 1.482353e-03
0.400, 9.964768e+00, 1.494118e-03
0.400, 9.945518e+00, 1.505882e-03
0.400, 9.810058e+00, 1.517647e-03
0.400, 9.668630e+00, 1.529412e-03
0.400, 9.597928e+00, 1.541176e-03
0.400, 9.363904e+00, 1.552941e-03
0.400, 9.346998e+00, 1.564706e-03
0.400, 9.343077e+00, 1.576471e-03
0.400, 9.175507e+00, 1.588235e-03
0.400, 8.739796e+00, 1.600000e-03
0.400, 8.567041e+00, 1.611765e-03
0.400, 8.490762e+00, 1.623529e-03
0.400, 8.402532e+00, 1.635294e-03
0.400, 8.196801e+00, 1.647059e-03
0.400, 8.179424e+00, 1.658824e-03
0.400, 8.137608e+00, 1.670588e-03
0.400, 8.096189e+00, 1.682353e-03
0.400, 8.006491e+00, 1.694118e-03
0.400, 7.969868e+00, 1.705882e-03
0.400, 7.954913e+00, 1.717647e-03
0.400, 7.925624e+00, 1.729412e-03
0.400, 7.906236e+00, 1.741176e-03
0.400, 7.755389e+00, 1.752941e-03
0.400, 7.680960e+00, 1.764706e-03
0.400, 7.470794e+00, 1.776471e-03
0.400, 7.366290e+00, 1.788235e-03
0.400, 6.989548e+00, 1.800000e-03
0.400, 6.956994e+00, 1.811765e-03
0.400, 6.956031e+00, 1.823529e-03
0.400, 6.751043e+00, 1.835294e-03
0.400, 6.536959e+00, 1.847059e-03
0.400, 5.957199e+00, 1.858824e-03
0.400, 5.680598e+00, 1.870588e-03
0.400, 5.623908e+00, 1.882353e-03
0.400, 5.466889e+00, 1.894118e-03
0.400, 5.452910e+00, 1.905882e-03
0.400, 5.301595e+00, 1.917647e-03
0.400, 4.582666e+00, 1.929412e-03
0.400, 4.276810e+00, 1.941176e-03
0.400, 3.961288e+00, 1.952941e-03
0.400, 3.479378e+00, 1.964706e-03
0.400, 3.235277e+00, 1.976471e-03
0.400, 3.069389e+00, 1.988235e-03
0.500, 1.020115e+03, 1.176471e-05
0.500, 6.432789e+02, 2.352941e-05
0.500, 5.726145e+02, 3.529412e-05
0.500, 1.960645e+02, 4.705882e-05
0.500, 1.741854e+02, 5.882353e-05
0.500, 1.664895e+02, 7.058824e-05
0.500, 1.568301e+02, 8.235294e-05
0.500, 1.401298e+02, 9.411765e-05
0.500, 1.278931e+02, 1.058824e-04
0.500, 1.268865e+02, 1.176471e-04
0.500, 1.254972e+02, 1.294118e-04
0.500, 1.157476e+02, 1.411765e-04
0.500, 1.129555e+02, 1.529412e-04
0.500, 1.091699e+02, 1.647059e-04
0.500, 1.013135e+02, 1.764706e-04
0.500, 8.372471e+01, 1.882353e-04
0.500, 8.227781e+01, 2.000000e-04
0.500, 7.902909e+01, 2.117647e-04
0.500, 7.098752e+01, 2.235294e-04
0.500, 6.983614e+01, 2.352941e-04
0.500, 6.835171e+01, 2.470588e-04
0.500, 6.248611e+01, 2.588235e-04
0.500, 6.138809e+01, 2.705882e-04
0.500, 5.337672e+01, 2.823529e-04
0.500, 5.024766e+01, 2.941176e-04
0.500, 4.411791e+01, 3.058824e-04
0.500, 4.405412e+01, 3.176471e-04
0.500, 4.370995e+01, 3.294118e-04
0.500, 4.350184e+01, 3.411765e-04
0.500, 4.050540e+01, 3.529412e-04
0.500, 3.941265e+01, 3.647059e-04
0.500, 3.818977e+01, 3.764706e-04
0.500, 3.750536e+01, 3.882353e-04
0.500, 3.725080e+01, 4.000000e-04
0.500, 3.640324e+01, 4.117647e-04
0.500, 3.632446e+01, 4.235294e-04
0.500, 3.504778e+01, 4.352941e-04
0.500, 3.449400e+01, 4.470588e-04
0.500, 3.295793e+01, 4.588235e-04
0.500, 3.252272e+01, 4.705882e-04
0.500, 3.213229e+01, 4.823529e-04
0.500, 3.209636e+01, 4.941176e-04
0.500, 3.112889e+01, 5.058824e-04
0.500, 3.068575e+01, 5.176471e-04
0.500, 3.002952e+01, 5.294118e-04
0.500, 2.950245e+01, 5.411765e-04
0.500, 2.945786e+01, 5.529412e-04
0.500, 2.924183e+01, 5.647059e-04
0.500, 2.864798e+01, 5.764706e-04
0.500, 2.858914e+01, 5.882353e-04
0.500, 2.847630e+01, 6.000000e-04
0.500, 2.775443e+01, 6.117647e-04
0.500, 2.771925e+01, 6.235294e-04
0.500, 2.655361e+01, 6.352941e-04
0.500, 2.631421e+01, 6.470588e-04
0.500, 2.567880e+01, 6.588235e-04
0.500, 2.549275e+01, 6.705882e-04
0.500, 2.525623e+01, 6.823529e-04
0.500, 2.495160e+01, 6.941176e-04
0.500, 2.490107e+01, 7.058824e-04
0.500, 2.484884e+01, 7.176471e-04
0.500, 2.477173e+01, 7.294118e-04
0.500, 2.455245e+01, 7.411765e-04
0.500, 2.451226e+01, 7.529412e-04
0.500, 2.438829e+01, 7.647059e-04
0.500, 2.315331e+01, 7.764706e-04
0.500, 2.277085e+01, 7.882353e-04
0.500, 2.264590e+01, 8.000000e-04
0.500, 2.251114e+01, 8.117647e-04
0.500, 2.234657e+01, 8.235294e-04
0.500, 2.231528e+01, 8.352941e-04
0.500, 2.231050e+01, 8.470588e-04
0.500, 2.225098e+01, 8.588235e-04
0.500, 2.203028e+01, 8.705882e-04
0.500, 2.170653e+01, 8.823529e-04
0.500, 2.086372e+01, 8.941176e-04
0.500, 2.082032e+01, 9.058824e-04
0.500, 2.074107e+01, 9.176471e-04
0.500, 1.998227e+01, 9.294118e-04
0.500, 1.969239e+01, 9.411765e-04
0.500, 1.945010e+01, 9.529412e-04
0.500, 1.916347e+01, 9.647059e-04
0.500, 1.891653e+01, 9.764706e-04
0.500, 1.857587e+01, 9.882353e-04
0.500, 1.833155e+01, 1.000000e-03
0.500, 1.789641e+01, 1.011765e-03
0.500, 1.789353e+01, 1.023529e-03
0.500, 1.773531e+01, 1.035294e-03
0.500, 1.767239e+01, 1.047059e-03
0.500, 1.758712e+01, 1.058824e-03
0.500, 1.755716e+01, 1.070588e-03
0.500, 1.733613e+01, 1.082353e-03
0.500, 1.687235e+01, 1.094118e-03
0.500, 1.629425e+01, 1.105882e-03
0.500, 1.625195e+01, 1.117647e-03
0.500, 1.604626e+01, 1.129412e-03
0.500, 1.601955e+01, 1.141176e-03
0.500, 1.589922e+01, 1.152941e-03
0.500, 1.559155e+01, 1.164706e-03
0.500, 1.556065e+01, 1.176471e-03
0.500, 1.520276e+01, 1.188235e-03
0.500, 1.507629e+01, 1.200000e-03
0.500, 1.493941e+01, 1.211765e-03
0.500, 1.490065e+01, 1.223529e-03
0.500, 1.487258e+01, 1.235294e-03
0.500, 1.455176e+01, 1.247059e-03
0.500, 1.440884e+01, 1.258824e-03
0.500, 1.394191e+01, 1.270588e-03
0.500, 1.367820e+01, 1.282353e-03
0.500, 1.363078e+01, 1.294118e-03
0.500, 1.336663e+01, 1.305882e-03
0.500, 1.324763e+01, 1.317647e-03
0.500, 1.308680e+01, 1.329412e-03
0.500, 1.268946e+01, 1.341176e-03
0.500, 1.239737e+01, 1.352941e-03
0.500, 1.230235e+01, 1.364706e-03
0.500, 1.218819e+01, 1.376471e-03
0.500, 1.208585e+01, 1.388235e-03
0.500, 1.202658e+01, 1.400000e-03
0.500, 1.179657e+01, 1.411765e-03
0.500, 1.164202e+01, 1.423529e-03
0.500, 1.161990e+01, 1.435294e-03
0.500, 1.143761e+01, 1.447059e-03
0.500, 1.143310e+01, 1.458824e-03
0.500, 1.137935e+01, 1.470588e-03
0.500, 1.131142e+01, 1.482353e-03
0.500, 1.127866e+01, 1.494118e-03
0.500, 1.123007e+01, 1.505882e-03
0.500, 1.094403e+01, 1.517647e-03
0.500, 1.092025e+01, 1.529412e-03
0.500, 1.084808e+01, 1.541176e-03
0.500, 1.078497e+01, 1.552941e-03
0.500, 1.068144e+01, 1.564706e-03
0.500, 1.065501e+01, 1.576471e-03
0.500, 1.032143e+01, 1.588235e-03
0.500, 9.883164e+00, 1.600000e-03
0.500, 9.675336e+00, 1.611765e-03
0.500, 9.177856e+00, 1.623529e-03
0.500, 9.157883e+00, 1.635294e-03
0.500, 9.011305e+00, 1.647059e-03
0.500, 8.976021e+00, 1.658824e-03
0.500, 8.951274e+00, 1.670588e-03
0.500, 8.905909e+00, 1.682353e-03
0.500, 8.897749e+00, 1.694118e-03
0.500, 8.831236e+00, 1.705882e-03
0.500, 8.564870e+00, 1.717647e-03
0.500, 8.463858e+00, 1.729412e-03
0.500, 8.138079e+00, 1.741176e-03
0.500, 7.949715e+00, 1.752941e-03
0.500, 7.924074e+00, 1.764706e-03
0.500, 7.863928e+00, 1.776471e-03
0.500, 7.645645e+00, 1.788235e-03
0.500, 7.635521e+00, 1.800000e-03
0.500, 7.573442e+00, 1.811765e-03
0.500, 7.515722e+00, 1.823529e-03
0.500, 7.252878e+00, 1.835294e-03
0.500, 7.236625e+00, 1.847059e-03
0.500, 7.104497e+00, 1.858824e-03
0.500, 7.074882e+00, 1.870588e-03
0.500, 6.976498e+00, 1.882353e-03
0.500, 6.649806e+00, 1.894118e-03
0.500, 6.618650e+00, 1.905882e-03
0.500, 6.425474e+00, 1.917647e-03
0.500, 6.199662e+00, 1.929412e-03
0.500, 4.610175e+00, 1.941176e-03
0.500, 4.414600e+00, 1.952941e-03
0.500, 4.190052e+00, 1.964706e-03
0.500, 4.005987e+00, 1.976471e-03
0.500, 3.451267e+00, 1.988235e-03
0.600, 5.907089e+02, 1.176471e-05
0.600, 3.351636e+02, 2.352941e-05
0.600, 3.260202e+02, 3.529412e-05
0.600, 3.164326e+02, 4.705882e-05
0.600, 2.183259e+02, 5.882353e-05
0.600, 2.170151e+02, 7.058824e-05
0.600, 1.980159e+02, 8.235294e-05
0.600, 1.899044e+02, 9.411765e-05
0.600, 1.893115e+02, 1.058824e-04
0.600, 1.838871e+02, 1.176471e-04
0.600, 1.452768e+02, 1.294118e-04
0.600, 1.408922e+02, 1.411765e-04
0.600, 1.393930e+02, 1.529412e-04
0.600, 1.292080e+02, 1.647059e-04
0.600, 1.051720e+02, 1.764706e-04
0.600, 1.001949e+02, 1.882353e-04
0.600, 9.769141e+01, 2.000000e-04
0.600, 9.508860e+01, 2.117647e-04
0.600, 9.178201e+01, 2.235294e-04
0.600, 8.769150e+01, 2.352941e-04
0.600, 7.991081e+01, 2.470588e-04
0.600, 7.904298e+01, 2.588235e-04
0.600, 7.296563e+01, 2.705882e-04
0.600, 6.887061e+01, 2.823529e-04
0.600, 5.427698e+01, 2.941176e-04
0.600, 5.353862e+01, 3.058824e-04
0.600, 5.181232e+01, 3.176471e-04
0.600, 5.137672e+01, 3.294118e-04
0.600, 4.915203e+01, 3.411765e-04
0.600, 4.789004e+01, 3.529412e-04
0.600, 4.718482e+01, 3.647059e-04
0.600, 4.580634e+01, 3.764706e-04
0.600, 4.310750e+01, 3.882353e-04
0.600, 4.295397e+01, 4.000000e-04
0.600, 4.246015e+01, 4.117647e-04
0.600, 4.169702e+01, 4.235294e-04
0.600, 4.157593e+01, 4.352941e-04
0.600, 4.116712e+01, 4.470588e-04
0.600, 3.936349e+01, 4.588235e-04
0.600, 3.697232e+01, 4.705882e-04
0.600, 3.638072e+01, 4.823529e-04
0.600, 3.431706e+01, 4.941176e-04
0.600, 3.408079e+01, 5.058824e-04
0.600, 3.400234e+01, 5.176471e-04
0.600, 3.393497e+01, 5.294118e-04
0.600, 3.363052e+01, 5.411765e-04
0.600, 3.281065e+01, 5.529412e-04
0.600, 3.278314e+01, 5.647059e-04
0.600, 3.266187e+01, 5.764706e-04
0.600, 3.188935e+01, 5.882353e-04
0.600, 3.112111e+01, 6.000000e-04
0.600, 3.092913e+01, 6.117647e-04
0.600, 3.035653e+01, 6.235294e-04
0.600, 2.929681e+01, 6.352941e-04
0.600, 2.906306e+01, 6.470588e-04
0.600, 2.857537e+01, 6.588235e-04
0.600, 2.851694e+01, 6.705882e-04
0.600, 2.824467e+01, 6.823529e-04
0.600, 2.783266e+01, 6.941176e-04
0.600, 2.683263e+01, 7.058824e-04
0.600, 2.649422e+01, 7.176471e-04
0.600, 2.622954e+01, 7.294118e-04
0.600, 2.568082e+01, 7.411765e-04
0.600, 2.513827e+01, 7.529412e-04
0.600, 2.483888e+01, 7.647059e-04
0.600, 2.475054e+01, 7.764706e-04
0.600, 2.460867e+01, 7.882353e-04
0.600, 2.434089e+01, 8.000000e-04
0.600, 2.419916e+01, 8.117647e-04
0.600, 2.411234e+01, 8.235294e-04
0.600, 2.379106e+01, 8.352941e-04
0.600, 2.367489e+01, 8.470588e-04
0.600, 2.344662e+01, 8.588235e-04
0.600, 2.326688e+01, 8.705882e-04
0.600, 2.312143e+01, 8.823529e-04
0.600, 2.206645e+01, 8.941176e-04
0.600, 2.205468e+01, 9.058824e-04
0.600, 2.167256e+01, 9.176471e-04
0.600, 2.164712e+01, 9.294118e-04
0.600, 2.158932e+01, 9.411765e-04
0.600, 2.122532e+01, 9.529412e-04
0.600, 2.120174e+01, 9.647059e-04
0.600, 2.106333e+01, 9.764706e-04
0.600, 2.064777e+01, 9.882353e-04
0.600, 2.033407e+01, 1.000000e-03
0.600, 2.017369e+01, 1.011765e-03
0.600, 1.973280e+01, 1.023529e-03
0.600, 1.950112e+01, 1.035294e-03
0.600, 1.945420e+01, 1.047059e-03
0.600, 1.945116e+01, 1.058824e-03
0.600, 1.942995e+01, 1.070588e-03
0.600, 1.911436e+01, 1.082353e-03
0.600, 1.877751e+01, 1.094118e-03
0.600, 1.861145e+01, 1.105882e-03
0.600, 1.849321e+01, 1.117647e-03
0.600, 1.848570e+01, 1.129412e-03
0.600, 1.837546e+01, 1.141176e-03
0.600, 1.817037e+01, 1.152941e-03
0.600, 1.813898e+01, 1.164706e-03
0.600, 1.809763e+01, 1.176471e-03
0.600, 1.783369e+01, 1.188235e-03
0.600, 1.779036e+01, 1.200000e-03
0.600, 1.756399e+01, 1.211765e-03
0.600, 1.749257e+01, 1.223529e-03
0.600, 1.748746e+01, 1.235294e-03
0.600, 1.723296e+01, 1.247059e-03
0.600, 1.694972e+01, 1.258824e-03
0.600, 1.686675e+01, 1.270588e-03
0.600, 1.676991e+01, 1.282353e-03
0.600, 1.676226e+01, 1.294118e-03
0.600, 1.668578e+01, 1.305882e-03
0.600, 1.588090e+01, 1.317647e-03
0.600, 1.573868e+01, 1.329412e-03
0.600, 1.547085e+01, 1.341176e-03
0.600, 1.542052e+01, 1.352941e-03
0.600, 1.537753e+01, 1.364706e-03
0.600, 1.515531e+01, 1.376471e-03
0.600, 1.488026e+01, 1.388235e-03
0.600, 1.443247e+01, 1.400000e-03
0.600, 1.419039e+01, 1.411765e-03
0.600, 1.389052e+01, 1.423529e-03
0.600, 1.383291e+01, 1.435294e-03
0.600, 1.348044e+01, 1.447059e-03
0.600, 1.264432e+01, 1.458824e-03
0.600, 1.260249e+01, 1.470588e-03
0.600, 1.248875e+01, 1.482353e-03
0.600, 1.221398e+01, 1.494118e-03
0.600, 1.204475e+01, 1.505882e-03
0.600, 1.196010e+01, 1.517647e-03
0.600, 1.190790e+01, 1.529412e-03
0.600, 1.173891e+01, 1.541176e-03
0.600, 1.151225e+01, 1.552941e-03
0.600, 1.150646e+01, 1.564706e-03
0.600, 1.147208e+01, 1.576471e-03
0.600, 1.131357e+01, 1.588235e-03
0.600, 1.113634e+01, 1.600000e-03
0.600, 1.106483e+01, 1.611765e-03
0.600, 1.102972e+01, 1.623529e-03
0.600, 1.099680e+01, 1.635294e-03
0.600, 1.085972e+01, 1.647059e-03
0.600, 1.081080e+01, 1.658824e-03
0.600, 1.056651e+01, 1.670588e-03
0.600, 1.028386e+01, 1.682353e-03
0.600, 1.021779e+01, 1.694118e-03
0.600, 1.020724e+01, 1.705882e-03
0.600, 1.009604e+01, 1.717647e-03
0.600, 9.889132e+00, 1.729412e-03
0.600, 9.762633e+00, 1.741176e-03
0.600, 9.711486e+00, 1.752941e-03
0.600, 9.051344e+00, 1.764706e-03
0.600, 8.830580e+00, 1.776471e-03
0.600, 8.346204e+00, 1.788235e-03
0.600, 8.095470e+00, 1.800000e-03
0.600, 7.712804e+00, 1.811765e-03
0.600, 7.390957e+00, 1.823529e-03
0.600, 7.161425e+00, 1.835294e-03
0.600, 6.850122e+00, 1.847059e-03
0.600, 6.158276e+00, 1.858824e-03
0.600, 5.840718e+00, 1.870588e-03
0.600, 5.347260e+00, 1.882353e-03
0.600, 5.190361e+00, 1.894118e-03
0.600, 4.751843e+00, 1.905882e-03
0.600, 4.671203e+00, 1.917647e-03
0.600, 4.524578e+00, 1.929412e-03
0.600, 4.268611e+00, 1.941176e-03
0.600, 4.124771e+00, 1.952941e-03
0.600, 3.924563e+00, 1.964706e-03
0.600, 3.626633e+00, 1.976471e-03
0.600, 2.673950e+00, 1.988235e-03
0.700, 6.905330e+02, 1.176471e-05
0.700, 3.664627e+02, 2.352941e-05
0.700, 3.501068e+02, 3.529412e-05
0.700, 3.188308e+02, 4.705882e-05
0.700, 2.704757e+02, 5.882353e-05
0.700, 1.682652e+02, 7.058824e-05
0.700, 1.630547e+02, 8.235294e-05
0.700, 1.620098e+02, 9.411765e-05
0.700, 1.541701e+02, 1.058824e-04
0.700, 1.458345e+02, 1.176471e-04
0.700, 1.446064e+02, 1.294118e-04
0.700, 1.422325e+02, 1.411765e-04
0.700, 1.242575e+02, 1.529412e-04
0.700, 1.223569e+02, 1.647059e-04
0.700, 1.064852e+02, 1.764706e-04
0.700, 1.058938e+02, 1.882353e-04
0.700, 1.014012e+02, 2.000000e-04
0.700, 1.012655e+02, 2.117647e-04
0.700, 8.766671e+01, 2.235294e-04
0.700, 8.491058e+01, 2.352941e-04
0.700, 6.718094e+01, 2.470588e-04
0.700, 6.640292e+01, 2.588235e-04
0.700, 6.574724e+01, 2.705882e-04
0.700, 6.189603e+01, 2.823529e-04
0.700, 5.951124e+01, 2.941176e-04
0.700, 5.935031e+01, 3.058824e-04
0.700, 5.711772e+01, 3.176471e-04
0.700, 5.702403e+01, 3.294118e-04
0.700, 5.647231e+01, 3.411765e-04
0.700, 5.443301e+01, 3.529412e-04
0.700, 5.260121e+01, 3.647059e-04
0.700, 5.112856e+01, 3.764706e-04
0.700, 4.998764e+01, 3.882353e-04
0.700, 4.472012e+01, 4.000000e-04
0.700, 4.410760e+01, 4.117647e-04
0.700, 4.296744e+01, 4.235294e-04
0.700, 4.235620e+01, 4.352941e-04
0.700, 4.163386e+01, 4.470588e-04
0.700, 4.156582e+01, 4.588235e-04
0.700, 4.130713e+01, 4.705882e-04
0.700, 4.117363e+01, 4.823529e-04
0.700, 4.048815e+01, 4.941176e-04
0.700, 3.981972e+01, 5.058824e-04
0.700, 3.947601e+01, 5.176471e-04
0.700, 3.889948e+01, 5.294118e-04
0.700, 3.791835e+01, 5.411765e-04
0.700, 3.713180e+01, 5.529412e-04
0.700, 3.327169e+01, 5.647059e-04
0.700, 3.319673e+01, 5.764706e-04
0.700, 3.296461e+01, 5.882353e-04
0.700, 3.174470e+01, 6.000000e-04
0.700, 3.104823e+01, 6.117647e-04
0.700, 3.094150e+01, 6.235294e-04
0.700, 3.085636e+01, 6.352941e-04
0.700, 2.907220e+01, 6.470588e-04
0.700, 2.885381e+01, 6.588235e-04
0.700, 2.864368e+01, 6.705882e-04
0.700, 2.844476e+01, 6.823529e-04
0.700, 2.763513e+01, 6.941176e-04
0.700, 2.758595e+01, 7.058824e-04
0.700, 2.758482e+01, 7.176471e-04
0.700, 2.733161e+01, 7.294118e-04
0.700, 2.712079e+01, 7.411765e-04
0.700, 2.667947e+01, 7.529412e-04
0.700, 2.665719e+01, 7.647059e-04
0.700, 2.642367e+01, 7.764706e-04
0.700, 2.620936e+01, 7.882353e-04
0.700, 2.617180e+01, 8.000000e-04
0.700, 2.553193e+01, 8.117647e-04
0.700, 2.531452e+01, 8.235294e-04
0.700, 2.455630e+01, 8.352941e-04
0.700, 2.409095e+01, 8.470588e-04
0.700, 2.395481e+01, 8.588235e-04
0.700, 2.395188e+01, 8.705882e-04
0.700, 2.295211e+01, 8.823529e-04
0.700, 2.290572e+01, 8.941176e-04
0.700, 2.283649e+01, 9.058824e-04
0.700, 2.254207e+01, 9.176471e-04
0.700, 2.245609e+01, 9.294118e-04
0.700, 2.244702e+01, 9.411765e-04
0.700, 2.211914e+01, 9.529412e-04
0.700, 2.176938e+01, 9.647059e-04
0.700, 2.175804e+01, 9.764706e-04
0.700, 2.164575e+01, 9.882353e-04
0.700, 2.148410e+01, 1.000000e-03
0.700, 2.089428e+01, 1.011765e-03
0.700, 2.067357e+01, 1.023529e-03
0.700, 2.053895e+01, 1.035294e-03
0.700, 1.982729e+01, 1.047059e-03
0.700, 1.972423e+01, 1.058824e-03
0.700, 1.964381e+01, 1.070588e-03
0.700, 1.958525e+01, 1.082353e-03
0.700, 1.938792e+01, 1.094118e-03
0.700, 1.934554e+01, 1.105882e-03
0.700, 1.928473e+01, 1.117647e-03
0.700, 1.906738e+01, 1.129412e-03
0.700, 1.880769e+01, 1.141176e-03
0.700, 1.816769e+01, 1.152941e-03
0.700, 1.809672e+01, 1.164706e-03
0.700, 1.685120e+01, 1.176471e-03
0.700, 1.643351e+01, 1.188235e-03
0.700, 1.624364e+01, 1.200000e-03
0.700, 1.615019e+01, 1.211765e-03
0.700, 1.603661e+01, 1.223529e-03
0.700, 1.600001e+01, 1.235294e-03
0.700, 1.589016e+01, 1.247059e-03
0.700, 1.582611e+01, 1.258824e-03
0.700, 1.580439e+01, 1.270588e-03
0.700, 1.576739e+01, 1.282353e-03
0.700, 1.569412e+01, 1.294118e-03
0.700, 1.565047e+01, 1.305882e-03
0.700, 1.519755e+01, 1.317647e-03
0.700, 1.503057e+01, 1.329412e-03
0.700, 1.474981e+01, 1.341176e-03
0.700, 1.467128e+01, 1.352941e-03
0.700, 1.460347e+01, 1.364706e-03
0.700, 1.458309e+01, 1.376471e-03
0.700, 1.450361e+01, 1.388235e-03
0.700, 1.443275e+01, 1.400000e-03
0.700, 1.439251e+01, 1.411765e-03
0.700, 1.385778e+01, 1.423529e-03
0.700, 1.385090e+01, 1.435294e-03
0.700, 1.378423e+01, 1.447059e-03
0.700, 1.375711e+01, 1.458824e-03
0.700, 1.339667e+01, 1.470588e-03
0.700, 1.332028e+01, 1.482353e-03
0.700, 1.330268e+01, 1.494118e-03
0.700, 1.305429e+01, 1.505882e-03
0.700, 1.267131e+01, 1.517647e-03
0.700, 1.257288e+01, 1.529412e-03
0.700, 1.230165e+01, 1.541176e-03
0.700, 1.207439e+01, 1.552941e-03
0.700, 1.153304e+01, 1.564706e-03
0.700, 1.136857e+01, 1.576471e-03
0.700, 1.135800e+01, 1.588235e-03
0.700, 1.093301e+01, 1.600000e-03
0.700, 1.073757e+01, 1.611765e-03
0.700, 1.069047e+01, 1.623529e-03
0.700, 1.064810e+01, 1.635294e-03
0.700, 1.057746e+01, 1.647059e-03
0.700, 1.041855e+01, 1.658824e-03
0.700, 1.030353e+01, 1.670588e-03
0.700, 1.026412e+01, 1.682353e-03
0.700, 1.020773e+01, 1.694118e-03
0.700, 1.010180e+01, 1.705882e-03
0.700, 9.501192e+00, 1.717647e-03
0.700, 9.446902e+00, 1.729412e-03
0.700, 9.290506e+00, 1.741176e-03
0.700, 9.283801e+00, 1.752941e-03
0.700, 8.731525e+00, 1.764706e-03
0.700, 8.516183e+00, 1.776471e-03
0.700, 8.274645e+00, 1.788235e-03
0.700, 8.270922e+00, 1.800000e-03
0.700, 8.240844e+00, 1.811765e-03
0.700, 8.115588e+00, 1.823529e-03
0.700, 8.114172e+00, 1.835294e-03
0.700, 8.033398e+00, 1.847059e-03
0.700, 7.829676e+00, 1.858824e-03
0.700, 6.904565e+00, 1.870588e-03
0.700, 6.853852e+00, 1.882353e-03
0.700, 6.456965e+00, 1.894118e-03
0.700, 5.688738e+00, 1.905882e-03
0.700, 5.123987e+00, 1.917647e-03
0.700, 4.520742e+00, 1.929412e-03
0.700, 4.248126e+00, 1.941176e-03
0.700, 3.371595e+00, 1.952941e-03
0.700, 3.081317e+00, 1.964706e-03
0.700, 2.524168e+00, 1.976471e-03
0.700, 2.346092e+00, 1.988235e-03
0.800, 6.239836e+02, 1.176471e-05
0.800, 5.627906e+02, 2.352941e-05
0.800, 3.435351e+02, 3.529412e-05
0.800, 2.758027e+02, 4.705882e-05
0.800, 2.430933e+02, 5.882353e-05
0.800, 2.119128e+02, 7.058824e-05
0.800, 1.777536e+02, 8.235294e-05
0.800, 1.506395e+02, 9.411765e-05
0.800, 1.494738e+02, 1.058824e-04
0.800, 1.292391e+02, 1.176471e-04
0.800, 1.231265e+02, 1.294118e-04
0.800, 1.163612e+02, 1.411765e-04
0.800, 1.127021e+02, 1.529412e-04
0.800, 1.078428e+02, 1.647059e-04
0.800, 1.038404e+02, 1.764706e-04
0.800, 9.058683e+01, 1.882353e-04
0.800, 8.407578e+01, 2.000000e-04
0.800, 7.664278e+01, 2.117647e-04
0.800, 7.365753e+01, 2.235294e-04
0.800, 7.146059e+01, 2.352941e-04
0.800, 7.101825e+01, 2.470588e-04
0.800, 7.070520e+01, 2.588235e-04
0.800, 6.870963e+01, 2.705882e-04
0.800, 6.860361e+01, 2.823529e-04
0.800, 6.660517e+01, 2.941176e-04
0.800, 6.338293e+01, 3.058824e-04
0.800, 6.165842e+01, 3.176471e-04
0.800, 5.623037e+01, 3.294118e-04
0.800, 5.214019e+01, 3.411765e-04
0.800, 5.141088e+01, 3.529412e-04
0.800, 5.021512e+01, 3.647059e-04
0.800, 4.764499e+01, 3.764706e-04
0.800, 4.598765e+01, 3.882353e-04
