# 地震模拟系统 - 地震动加速度谱数据
# 模拟参数
# 总模拟次数: 5
# 时间跨度: 500.0 年
# 区域范围: 经度 [-90.5, -89.5], 纬度 [35.0, 35.5]

事件 1
震级(M), 时间(年), 经度(deg), 纬度(deg), 深度(km), 距离(km)
4.66, 46.11, -89.6236, 35.3604, 14.93, 36.29

频率(Hz), 加速度谱(cm/s^2)
0.5, 3.015622e+01
0.6, 5.136785e+01
0.7, 4.151697e+01
0.8, 6.617311e+01
0.9, 2.394267e+01
1.0, 2.655978e+01
1.1, 2.576843e+01
1.2, 3.195739e+01
1.3, 3.736812e+01
1.4, 3.221109e+01
1.5, 5.070146e+01
1.6, 2.241189e+01
1.7, 5.410215e+01
1.8, 2.210843e+01
1.9, 3.154523e+01
2.0, 1.609405e+01
2.1, 1.799648e+01
2.2, 9.555466e+00
2.3, 1.331092e+01
2.4, 1.896849e+01
2.5, 2.560128e+01
2.6, 8.697309e+00
2.7, 1.547195e+01
2.8, 2.629917e+01
2.9, 2.138081e+01
3.0, 2.178757e+01
3.1, 2.525174e+01
3.2, 2.464523e+01
3.3, 9.347442e+00
3.4, 8.362210e+00
3.5, 1.889138e+01
3.6, 1.636466e+01
3.7, 1.403197e+01
3.8, 5.158269e+01
3.9, 1.932192e+01
4.0, 2.005828e+01
4.1, 2.313207e+01
4.2, 1.513291e+01
4.3, 3.202819e+01
4.4, 2.671616e+01
4.5, 2.031586e+01
4.6, 1.623156e+01
4.7, 2.798523e+01
4.8, 1.511645e+01
4.9, 1.080663e+01
5.0, 3.503554e+01
5.1, 1.569604e+01
5.2, 4.561180e+01
5.3, 1.202488e+01
5.4, 7.627048e+00
5.5, 1.285727e+01
5.6, 1.661767e+01
5.7, 1.521774e+01
5.8, 7.212745e+00
5.9, 1.719909e+01
6.0, 2.049156e+01
6.1, 1.563711e+01
6.2, 2.689565e+01
6.3, 1.695247e+01
6.4, 1.764479e+01
6.5, 2.520703e+01
6.6, 1.102427e+01
6.7, 1.092663e+01
6.8, 8.959411e+00
6.9, 1.484373e+01
7.0, 8.529310e+00
7.1, 2.158568e+01
7.2, 1.545141e+01
7.3, 9.652116e+00
7.4, 9.710815e+00
7.5, 3.090445e+01
7.6, 1.207897e+01
7.7, 1.769818e+01
7.8, 9.069391e+00
7.9, 3.057982e+01
8.0, 1.141971e+01
8.1, 1.167097e+01
8.2, 1.607517e+01
8.3, 1.068482e+01
8.4, 1.117288e+01
8.5, 1.349836e+01
8.6, 7.516942e+00
8.7, 7.263044e+00
8.8, 1.005954e+01
8.9, 6.946626e+00
9.0, 1.615107e+01
9.1, 1.802340e+01
9.2, 2.869982e+01
9.3, 9.278739e+00
9.4, 6.938422e+00
9.5, 1.020825e+01
9.6, 9.749809e+00
9.7, 1.160672e+01
9.8, 1.682301e+01
9.9, 7.751787e+00
10.0, 1.608677e+01

事件 21
震级(M), 时间(年), 经度(deg), 纬度(deg), 深度(km), 距离(km)
5.03, 380.72, -89.7079, 35.2697, 11.22, 26.61

频率(Hz), 加速度谱(cm/s^2)
0.1, 3.588884e+01
0.2, 4.831348e+01
0.3, 3.509338e+01
0.4, 4.438161e+01
0.5, 2.545250e+01
0.6, 2.584965e+01
0.7, 2.479907e+01
0.8, 3.104424e+01
0.9, 2.747747e+01
1.0, 2.171230e+01
1.1, 3.502692e+01
1.2, 2.316634e+01
1.3, 3.090665e+01
1.4, 3.326120e+01
1.5, 2.214114e+01
1.6, 2.430952e+01
1.7, 3.367255e+01
1.8, 3.120071e+01
1.9, 2.701114e+01
2.0, 3.936070e+01
2.1, 2.154641e+01
2.2, 2.918504e+01
2.3, 3.078944e+01
2.4, 2.299763e+01
2.5, 2.617939e+01
2.6, 1.875880e+01
2.7, 6.269902e+00
2.8, 2.315728e+01
2.9, 3.019774e+01
3.0, 1.519266e+01
3.1, 1.949213e+01
3.2, 1.098092e+01
3.3, 1.842646e+01
3.4, 3.476287e+01
3.5, 1.457724e+01
3.6, 1.758306e+01
3.7, 1.947908e+01
3.8, 1.775667e+01
3.9, 2.386928e+01
4.0, 1.297608e+01
4.1, 1.443589e+01
4.2, 1.398626e+01
4.3, 1.567206e+01
4.4, 2.598249e+01
4.5, 7.824694e+00
4.6, 1.297099e+01
4.7, 1.798285e+01
4.8, 1.931151e+01
4.9, 3.150016e+01
5.0, 3.028320e+01
5.1, 2.225302e+01
5.2, 1.595056e+01
5.3, 1.001316e+01
5.4, 1.268080e+01
5.5, 2.245146e+01
5.6, 2.998179e+01
5.7, 1.104149e+01
5.8, 2.524789e+01
5.9, 8.106536e+00
6.0, 1.616645e+01
6.1, 2.050536e+01
6.2, 1.166541e+01
6.3, 1.301643e+01
6.4, 2.535877e+01
6.5, 1.676030e+01
6.6, 1.727768e+01
6.7, 1.603336e+01
6.8, 9.918889e+00
6.9, 9.660748e+00
7.0, 9.270948e+00
7.1, 1.468560e+01
7.2, 1.170489e+01
7.3, 1.524460e+01
7.4, 1.654239e+01
7.5, 1.117170e+01
7.6, 1.711280e+01
7.7, 1.172375e+01
7.8, 2.185723e+01
7.9, 1.150495e+01
8.0, 1.851612e+01
8.1, 1.523845e+01
8.2, 8.810829e+00
8.3, 4.784427e+00
8.4, 6.694478e+00
8.5, 9.113893e+00
8.6, 1.277736e+01
8.7, 2.096762e+01
8.8, 1.201161e+01
8.9, 6.565000e+00
9.0, 4.759156e+00
9.1, 1.004315e+01
9.2, 8.927555e+00
9.3, 1.131204e+01
9.4, 1.197252e+01
9.5, 2.144550e+01
9.6, 1.370426e+01
9.7, 8.998311e+00
9.8, 9.446696e+00
9.9, 5.575446e+00
10.0, 1.429665e+01

事件 22
震级(M), 时间(年), 经度(deg), 纬度(deg), 深度(km), 距离(km)
5.35, 394.19, -90.0778, 35.3893, 10.91, 17.02

频率(Hz), 加速度谱(cm/s^2)
0.1, 7.578856e+01
0.2, 6.846645e+01
0.3, 7.443142e+01
0.4, 8.039141e+01
0.5, 7.316451e+01
0.6, 4.700113e+01
0.7, 5.663233e+01
0.8, 7.384206e+01
0.9, 4.794526e+01
1.0, 4.710479e+01
1.1, 5.539371e+01
1.2, 4.860683e+01
1.3, 3.594400e+01
1.4, 2.799944e+01
1.5, 4.174460e+01
1.6, 7.033282e+01
1.7, 7.490862e+01
1.8, 4.484358e+01
1.9, 4.491325e+01
2.0, 7.183090e+01
2.1, 8.466739e+01
2.2, 4.046684e+01
2.3, 5.704730e+01
2.4, 7.194917e+01
2.5, 2.974093e+01
2.6, 2.847586e+01
2.7, 2.724915e+01
2.8, 3.480769e+01
2.9, 3.335987e+01
3.0, 3.150828e+01
3.1, 3.046620e+01
3.2, 6.021301e+01
3.3, 4.572495e+01
3.4, 2.599252e+01
3.5, 3.136458e+01
3.6, 4.800302e+01
3.7, 3.753596e+01
3.8, 3.733068e+01
3.9, 5.001538e+01
4.0, 1.778197e+01
4.1, 2.785998e+01
4.2, 5.138966e+01
4.3, 8.610161e+01
4.4, 3.616172e+01
4.5, 5.240379e+01
4.6, 2.900172e+01
4.7, 5.079929e+01
4.8, 3.366120e+01
4.9, 3.004131e+01
5.0, 4.240716e+01
5.1, 4.662523e+01
5.2, 3.185095e+01
5.3, 1.999295e+01
5.4, 4.002486e+01
5.5, 2.499954e+01
5.6, 3.453559e+01
5.7, 2.853577e+01
5.8, 1.959101e+01
5.9, 2.295972e+01
6.0, 3.528950e+01
6.1, 2.162784e+01
6.2, 3.189280e+01
6.3, 2.971223e+01
6.4, 1.130806e+01
6.5, 3.320598e+01
6.6, 1.499014e+01
6.7, 2.267695e+01
6.8, 4.919077e+01
6.9, 2.964250e+01
7.0, 1.717233e+01
7.1, 2.908087e+01
7.2, 2.013590e+01
7.3, 2.116915e+01
7.4, 4.179402e+01
7.5, 1.879529e+01
7.6, 1.896115e+01
7.7, 1.930804e+01
7.8, 1.918030e+01
7.9, 2.575486e+01
8.0, 2.277543e+01
8.1, 1.725322e+01
8.2, 2.071222e+01
8.3, 2.789647e+01
8.4, 2.586790e+01
8.5, 1.838567e+01
8.6, 1.113838e+01
8.7, 2.117071e+01
8.8, 2.562431e+01
8.9, 1.399831e+01
9.0, 2.023897e+01
9.1, 1.503834e+01
9.2, 3.784573e+01
9.3, 3.009200e+01
9.4, 1.892335e+01
9.5, 2.062717e+01
9.6, 1.315348e+01
9.7, 3.172327e+01
9.8, 8.005580e+00
9.9, 3.436184e+01
10.0, 2.252589e+01

事件 23
震级(M), 时间(年), 经度(deg), 纬度(deg), 深度(km), 距离(km)
5.18, 417.46, -90.4365, 35.2652, 14.05, 39.67

频率(Hz), 加速度谱(cm/s^2)
0.1, 4.480008e+01
0.2, 3.748135e+01
0.3, 3.801040e+01
0.4, 4.877535e+01
0.5, 3.975031e+01
0.6, 1.629244e+01
0.7, 4.466935e+01
0.8, 4.305780e+01
0.9, 2.798868e+01
1.0, 4.990313e+01
1.1, 1.571265e+01
1.2, 3.225414e+01
1.3, 3.793573e+01
1.4, 2.765415e+01
1.5, 2.651436e+01
1.6, 1.619023e+01
1.7, 3.597817e+01
1.8, 2.285315e+01
1.9, 2.072684e+01
2.0, 1.691148e+01
2.1, 1.776889e+01
2.2, 3.722826e+01
2.3, 5.491762e+01
2.4, 2.790677e+01
2.5, 1.586886e+01
2.6, 2.034381e+01
2.7, 1.757981e+01
2.8, 1.678384e+01
2.9, 3.722420e+01
3.0, 1.190525e+01
3.1, 2.050659e+01
3.2, 2.355106e+01
3.3, 1.511366e+01
3.4, 1.453876e+01
3.5, 2.187256e+01
3.6, 2.431472e+01
3.7, 3.037929e+01
3.8, 2.897906e+01
3.9, 1.984546e+01
4.0, 1.753205e+01
4.1, 1.889357e+01
4.2, 1.087305e+01
4.3, 1.218282e+01
4.4, 1.325986e+01
4.5, 1.986150e+01
4.6, 1.821362e+01
4.7, 2.528830e+01
4.8, 2.116963e+01
4.9, 5.316952e+01
5.0, 8.594234e+00
5.1, 1.363005e+01
5.2, 1.345115e+01
5.3, 1.000409e+01
5.4, 8.865062e+00
5.5, 1.507343e+01
5.6, 1.154353e+01
5.7, 1.574583e+01
5.8, 4.232594e+01
5.9, 1.594753e+01
6.0, 6.974283e+00
6.1, 1.532182e+01
6.2, 8.719375e+00
6.3, 1.597924e+01
6.4, 2.257338e+01
6.5, 1.098027e+01
6.6, 1.467351e+01
6.7, 1.775518e+01
6.8, 9.200397e+00
6.9, 8.774987e+00
7.0, 1.341033e+01
7.1, 1.070540e+01
7.2, 9.004078e+00
7.3, 1.311494e+01
7.4, 1.577865e+01
7.5, 1.069638e+01
7.6, 7.954733e+00
7.7, 1.668060e+01
7.8, 4.924281e+00
7.9, 9.143641e+00
8.0, 9.896585e+00
8.1, 1.241272e+01
8.2, 1.339832e+01
8.3, 9.714753e+00
8.4, 1.450614e+01
8.5, 1.730806e+01
8.6, 9.690537e+00
8.7, 7.928542e+00
8.8, 1.125065e+01
8.9, 2.038440e+01
9.0, 1.009248e+01
9.1, 9.535540e+00
9.2, 6.706692e+00
9.3, 7.973800e+00
9.4, 4.921514e+00
9.5, 5.891966e+00
9.6, 7.764918e+00
9.7, 5.309055e+00
9.8, 7.771211e+00
9.9, 4.885575e+00
10.0, 6.831538e+00

事件 24
震级(M), 时间(年), 经度(deg), 纬度(deg), 深度(km), 距离(km)
4.62, 418.01, -90.1184, 35.0003, 13.05, 29.78

频率(Hz), 加速度谱(cm/s^2)
0.1, 1.839399e+01
0.2, 2.855932e+01
0.3, 2.541570e+01
0.4, 2.383622e+01
0.5, 3.521089e+01
0.6, 2.462889e+01
0.7, 3.002465e+01
0.8, 3.037650e+01
0.9, 2.003289e+01
1.0, 2.568161e+01
1.1, 2.488379e+01
1.2, 2.202435e+01
1.3, 2.167028e+01
1.4, 1.055460e+01
1.5, 9.424169e+00
1.6, 1.454336e+01
1.7, 1.544901e+01
1.8, 2.152694e+01
1.9, 1.366714e+01
2.0, 1.361684e+01
2.1, 1.890617e+01
2.2, 1.295152e+01
2.3, 6.199672e+00
2.4, 1.479997e+01
2.5, 2.618898e+01
2.6, 1.944611e+01
2.7, 2.180684e+01
2.8, 1.619002e+01
2.9, 1.938593e+01
3.0, 1.113485e+01
3.1, 8.384399e+00
3.2, 2.009578e+01
3.3, 1.440014e+01
3.4, 9.320538e+00
3.5, 1.412935e+01
3.6, 1.250128e+01
3.7, 8.622722e+00
3.8, 2.903677e+01
3.9, 1.378093e+01
4.0, 1.092092e+01
4.1, 1.043851e+01
4.2, 6.837569e+00
4.3, 1.316782e+01
4.4, 1.707087e+01
4.5, 1.075063e+01
4.6, 1.850977e+01
4.7, 1.390857e+01
4.8, 1.877164e+01
4.9, 8.644969e+00
5.0, 1.105615e+01
5.1, 7.782361e+00
5.2, 7.342796e+00
5.3, 5.458726e+00
5.4, 1.111618e+01
5.5, 1.128147e+01
5.6, 7.919323e+00
5.7, 1.092173e+01
5.8, 1.311556e+01
5.9, 7.936696e+00
6.0, 1.082501e+01
6.1, 1.349120e+01
6.2, 8.607719e+00
6.3, 6.930081e+00
6.4, 1.114224e+01
6.5, 1.186678e+01
6.6, 8.072878e+00
6.7, 5.075520e+00
6.8, 1.311159e+01
6.9, 4.425300e+00
7.0, 1.028009e+01
7.1, 5.187268e+00
7.2, 5.527335e+00
7.3, 8.800270e+00
7.4, 1.449016e+01
7.5, 9.690437e+00
7.6, 6.347017e+00
7.7, 1.097950e+01
7.8, 6.402949e+00
7.9, 4.198138e+00
8.0, 1.022058e+01
8.1, 1.170027e+01
8.2, 6.389597e+00
8.3, 1.896687e+00
8.4, 5.743323e+00
8.5, 5.857701e+00
8.6, 8.883161e+00
8.7, 7.316400e+00
8.8, 1.366181e+01
8.9, 1.298663e+01
9.0, 6.798437e+00
9.1, 5.391361e+00
9.2, 4.450327e+00
9.3, 3.663434e+00
9.4, 4.947776e+00
9.5, 7.119952e+00
9.6, 5.153029e+00
9.7, 8.135515e+00
9.8, 6.097194e+00
9.9, 7.061016e+00
10.0, 7.302153e+00

事件 25
震级(M), 时间(年), 经度(deg), 纬度(deg), 深度(km), 距离(km)
4.51, 431.62, -89.5039, 35.1621, 12.38, 46.12

频率(Hz), 加速度谱(cm/s^2)
0.1, 1.240785e+01
0.2, 1.261951e+01
0.3, 1.385465e+01
0.4, 1.164044e+01
0.5, 6.660717e+00
0.6, 1.938427e+01
0.7, 1.130206e+01
0.8, 6.685106e+00
0.9, 1.212092e+01
1.0, 9.111662e+00
1.1, 1.405835e+01
1.2, 6.708213e+00
1.3, 5.381639e+00
1.4, 7.323190e+00
1.5, 8.014332e+00
1.6, 8.515628e+00
1.7, 9.360401e+00
1.8, 6.170761e+00
1.9, 1.062736e+01
2.0, 1.004397e+01
2.1, 9.730629e+00
2.2, 6.324294e+00
2.3, 1.065030e+01
2.4, 6.057981e+00
2.5, 1.502562e+01
2.6, 4.728324e+00
2.7, 9.204033e+00
2.8, 1.481368e+01
2.9, 7.819674e+00
3.0, 7.800413e+00
3.1, 8.527571e+00
3.2, 5.336451e+00
3.3, 7.448177e+00
3.4, 8.516553e+00
3.5, 6.037615e+00
3.6, 7.013918e+00
3.7, 5.516930e+00
3.8, 7.185438e+00
3.9, 1.317990e+01
4.0, 8.593031e+00
4.1, 4.927825e+00
4.2, 8.950213e+00
4.3, 4.550081e+00
4.4, 5.086415e+00
4.5, 6.941630e+00
4.6, 8.953450e+00
4.7, 5.392017e+00
4.8, 7.173792e+00
4.9, 9.756631e+00
5.0, 7.928106e+00
5.1, 8.876985e+00
5.2, 6.744190e+00
5.3, 8.833855e+00
5.4, 7.385854e+00
5.5, 5.913796e+00
5.6, 4.588193e+00
5.7, 7.832773e+00
5.8, 8.085367e+00
5.9, 3.044768e+00
6.0, 5.608763e+00
6.1, 6.365135e+00
6.2, 8.810332e+00
6.3, 5.022296e+00
6.4, 3.775026e+00
6.5, 9.381228e+00
6.6, 6.709150e+00
6.7, 3.270176e+00
6.8, 1.091087e+01
6.9, 7.911619e+00
7.0, 6.483116e+00
7.1, 3.351770e+00
7.2, 5.452177e+00
7.3, 3.601246e+00
7.4, 7.273365e+00
7.5, 6.195502e+00
7.6, 4.598000e+00
7.7, 7.486937e+00
7.8, 4.078142e+00
7.9, 6.470573e+00
8.0, 4.041103e+00
8.1, 4.412263e+00
8.2, 4.455442e+00
8.3, 4.464939e+00
8.4, 3.095374e+00
8.5, 2.428971e+00
8.6, 6.217858e+00
8.7, 4.274289e+00
8.8, 3.210968e+00
8.9, 9.290446e+00
9.0, 5.080299e+00
9.1, 7.442710e+00
9.2, 2.495363e+00
9.3, 3.627280e+00
9.4, 3.278843e+00
9.5, 3.215622e+00
9.6, 2.830590e+00
9.7, 3.091802e+00
9.8, 3.402317e+00
9.9, 3.714321e+00
10.0, 5.227318e+00

事件 26
震级(M), 时间(年), 经度(deg), 纬度(deg), 深度(km), 距离(km)
4.67, 461.34, -89.9709, 35.0097, 8.58, 26.85

频率(Hz), 加速度谱(cm/s^2)
0.1, 2.642863e+01
0.2, 3.125609e+01
0.3, 2.235762e+01
0.4, 2.953867e+01
0.5, 2.118218e+01
0.6, 1.756421e+01
0.7, 2.043843e+01
0.8, 1.923704e+01
0.9, 1.287910e+01
1.0, 1.532362e+01
1.1, 2.396052e+01
1.2, 2.033277e+01
1.3, 1.657549e+01
1.4, 3.402540e+01
1.5, 1.683058e+01
1.6, 1.670214e+01
1.7, 1.734639e+01
1.8, 1.689396e+01
1.9, 1.397058e+01
2.0, 2.092000e+01
2.1, 2.388513e+01
2.2, 1.034836e+01
2.3, 1.720923e+01
2.4, 1.519372e+01
2.5, 2.347287e+01
2.6, 1.021789e+01
2.7, 1.620641e+01
2.8, 2.252374e+01
2.9, 1.805827e+01
3.0, 1.447172e+01
3.1, 1.064079e+01
3.2, 3.022685e+01
3.3, 1.110634e+01
3.4, 1.340609e+01
3.5, 8.940393e+00
3.6, 1.371475e+01
3.7, 1.461331e+01
3.8, 1.289957e+01
3.9, 1.332428e+01
4.0, 2.132266e+01
4.1, 1.054251e+01
4.2, 1.797920e+01
4.3, 1.539496e+01
4.4, 1.687136e+01
4.5, 8.760187e+00
4.6, 1.894990e+01
4.7, 1.313931e+01
4.8, 3.551022e+01
4.9, 5.604057e+00
5.0, 1.143155e+01
5.1, 6.369885e+00
5.2, 6.254577e+00
5.3, 1.952939e+01
5.4, 6.857746e+00
5.5, 1.781596e+01
5.6, 1.171788e+01
5.7, 1.009232e+01
5.8, 1.304005e+01
5.9, 1.640403e+01
6.0, 7.140378e+00
6.1, 1.401411e+01
6.2, 1.217245e+01
6.3, 1.669543e+01
6.4, 8.448398e+00
6.5, 7.800272e+00
6.6, 7.695195e+00
6.7, 9.451593e+00
6.8, 1.158762e+01
6.9, 2.154515e+01
7.0, 7.646352e+00
7.1, 6.990994e+00
7.2, 1.360834e+01
7.3, 9.188175e+00
7.4, 1.056593e+01
7.5, 4.226578e+00
7.6, 6.948778e+00
7.7, 1.032318e+01
7.8, 6.280412e+00
7.9, 7.037337e+00
8.0, 4.986318e+00
8.1, 1.880481e+01
8.2, 2.095267e+01
8.3, 9.583821e+00
8.4, 7.335110e+00
8.5, 1.693621e+01
8.6, 5.144928e+00
8.7, 5.933041e+00
8.8, 1.152061e+01
8.9, 8.646588e+00
9.0, 6.626434e+00
9.1, 4.971222e+00
9.2, 1.459820e+01
9.3, 6.179439e+00
9.4, 3.431302e+00
9.5, 8.996837e+00
9.6, 4.954992e+00
9.7, 4.500428e+00
9.8, 8.072497e+00
9.9, 1.377603e+01
10.0, 4.450642e+00

事件 27
震级(M), 时间(年), 经度(deg), 纬度(deg), 深度(km), 距离(km)
4.64, 490.54, -89.5289, 35.4645, 14.82, 48.93

频率(Hz), 加速度谱(cm/s^2)
0.1, 1.937920e+01
0.2, 1.410072e+01
0.3, 1.503203e+01
0.4, 1.267192e+01
0.5, 1.753696e+01
0.6, 2.324675e+01
0.7, 1.067235e+01
0.8, 1.077201e+01
0.9, 9.998675e+00
1.0, 1.112979e+01
1.1, 1.284715e+01
1.2, 2.017970e+01
1.3, 8.305651e+00
1.4, 1.729873e+01
1.5, 7.467303e+00
1.6, 1.173588e+01
1.7, 7.014281e+00
1.8, 7.616904e+00
1.9, 6.493069e+00
2.0, 1.802373e+01
2.1, 8.179557e+00
2.2, 1.012099e+01
2.3, 1.020480e+01
2.4, 1.067005e+01
2.5, 9.605691e+00
2.6, 8.770386e+00
2.7, 8.794012e+00
2.8, 1.373678e+01
2.9, 8.484440e+00
3.0, 2.689861e+00
3.1, 8.784658e+00
3.2, 7.413618e+00
3.3, 2.408525e+01
3.4, 4.987069e+00
3.5, 1.123711e+01
3.6, 5.750510e+00
3.7, 6.543460e+00
3.8, 1.169539e+01
3.9, 7.838011e+00
4.0, 1.152050e+01
4.1, 1.418958e+01
4.2, 8.830337e+00
4.3, 5.707068e+00
4.4, 9.185919e+00
4.5, 4.321446e+00
4.6, 4.612521e+00
4.7, 4.636667e+00
4.8, 5.232169e+00
4.9, 1.116108e+01
5.0, 4.072104e+00
5.1, 4.266484e+00
5.2, 6.143316e+00
5.3, 6.776390e+00
5.4, 5.703112e+00
5.5, 1.012974e+01
5.6, 6.085551e+00
5.7, 3.627422e+00
5.8, 8.932356e+00
5.9, 3.774011e+00
6.0, 4.926585e+00
6.1, 5.289486e+00
6.2, 5.187204e+00
6.3, 5.068438e+00
6.4, 8.187904e+00
6.5, 4.254178e+00
6.6, 1.095040e+01
6.7, 3.550571e+00
6.8, 5.822606e+00
6.9, 4.694821e+00
7.0, 4.700312e+00
7.1, 4.062506e+00
7.2, 4.882420e+00
7.3, 6.094234e+00
7.4, 3.317023e+00
7.5, 4.651170e+00
7.6, 3.914438e+00
7.7, 5.552859e+00
7.8, 1.830717e+00
7.9, 4.253934e+00
8.0, 3.681406e+00
8.1, 3.061974e+00
8.2, 5.515997e+00
8.3, 5.471398e+00
8.4, 6.943679e+00
8.5, 3.977963e+00
8.6, 3.219831e+00
8.7, 3.085582e+00
8.8, 4.439846e+00
8.9, 2.946123e+00
9.0, 1.761004e+00
9.1, 4.716062e+00
9.2, 2.106944e+00
9.3, 4.406351e+00
9.4, 4.340402e+00
9.5, 2.602948e+00
9.6, 4.152445e+00
9.7, 2.467110e+00
9.8, 3.391469e+00
9.9, 4.013708e+00
10.0, 2.207779e+00

事件 28
震级(M), 时间(年), 经度(deg), 纬度(deg), 深度(km), 距离(km)
4.61, 492.61, -89.6392, 35.4394, 10.26, 38.91

频率(Hz), 加速度谱(cm/s^2)
0.1, 2.287702e+01
0.2, 1.606520e+01
0.3, 1.225279e+01
0.4, 2.179252e+01
0.5, 2.333225e+01
0.6, 1.224455e+01
0.7, 1.363679e+01
0.8, 1.257332e+01
0.9, 1.693683e+01
1.0, 1.218465e+01
1.1, 1.289750e+01
1.2, 9.687425e+00
1.3, 1.090860e+01
1.4, 2.331009e+01
1.5, 8.260057e+00
1.6, 1.520042e+01
1.7, 1.458584e+01
1.8, 1.418201e+01
1.9, 1.420888e+01
2.0, 2.069539e+01
2.1, 1.184586e+01
2.2, 1.833194e+01
2.3, 1.577969e+01
2.4, 7.697386e+00
2.5, 2.576004e+01
2.6, 1.143443e+01
2.7, 1.139146e+01
2.8, 1.835175e+01
2.9, 7.081557e+00
3.0, 1.115685e+01
3.1, 1.662757e+01
3.2, 1.320574e+01
3.3, 1.021994e+01
3.4, 1.639734e+01
3.5, 6.733618e+00
3.6, 6.801564e+00
3.7, 1.007771e+01
3.8, 8.383343e+00
3.9, 1.310299e+01
4.0, 1.457390e+01
4.1, 1.934086e+01
4.2, 1.063934e+01
4.3, 5.998979e+00
4.4, 4.467247e+00
4.5, 6.524529e+00
4.6, 1.989648e+01
4.7, 1.236388e+01
4.8, 9.315540e+00
4.9, 1.051547e+01
5.0, 1.369671e+01
5.1, 4.935540e+00
5.2, 5.254996e+00
5.3, 4.298603e+00
5.4, 5.114258e+00
5.5, 9.104564e+00
5.6, 1.099643e+01
5.7, 3.235969e+00
5.8, 4.641661e+00
5.9, 9.434768e+00
6.0, 8.471412e+00
6.1, 5.327654e+00
6.2, 9.132554e+00
6.3, 9.943098e+00
6.4, 7.953676e+00
6.5, 4.808427e+00
6.6, 5.872344e+00
6.7, 9.681345e+00
6.8, 1.007249e+01
6.9, 5.820686e+00
7.0, 1.004815e+01
7.1, 3.324532e+00
7.2, 5.492285e+00
7.3, 5.151582e+00
7.4, 5.201285e+00
7.5, 5.416441e+00
7.6, 3.286410e+00
7.7, 8.975195e+00
7.8, 5.401153e+00
7.9, 3.898608e+00
8.0, 2.304343e+00
8.1, 7.495054e+00
8.2, 5.184085e+00
8.3, 4.019187e+00
8.4, 4.173353e+00
8.5, 1.420034e+00
8.6, 4.126982e+00
8.7, 4.411164e+00
8.8, 5.855513e+00
8.9, 3.127230e+00
9.0, 4.012818e+00
9.1, 3.483517e+00
9.2, 3.344754e+00
9.3, 5.884173e+00
9.4, 7.555986e+00
9.5, 3.412507e+00
9.6, 1.530489e+00
9.7, 4.843601e+00
9.8, 4.384993e+00
9.9, 3.757804e+00
10.0, 3.709242e+00

事件 29
震级(M), 时间(年), 经度(deg), 纬度(deg), 深度(km), 距离(km)
5.81, 498.92, -90.4885, 35.4158, 12.40, 48.00

频率(Hz), 加速度谱(cm/s^2)
0.1, 8.104161e+01
0.2, 4.113235e+01
0.3, 7.387954e+01
0.4, 5.516380e+01
0.5, 4.287607e+01
0.6, 7.718405e+01
0.7, 4.941222e+01
0.8, 4.803695e+01
0.9, 5.334345e+01
1.0, 6.291498e+01
1.1, 5.069003e+01
1.2, 3.450019e+01
1.3, 3.323758e+01
1.4, 4.390295e+01
1.5, 7.440350e+01
1.6, 4.383571e+01
1.7, 3.111691e+01
1.8, 6.655153e+01
1.9, 3.832636e+01
2.0, 3.765860e+01
2.1, 4.646301e+01
2.2, 5.358480e+01
2.3, 2.799348e+01
2.4, 6.272756e+01
2.5, 6.888308e+01
2.6, 2.553774e+01
2.7, 2.724249e+01
2.8, 2.467691e+01
2.9, 1.941135e+01
3.0, 1.881323e+01
3.1, 2.388350e+01
3.2, 3.078671e+01
3.3, 3.599571e+01
3.4, 2.169783e+01
3.5, 3.092646e+01
3.6, 1.479180e+01
3.7, 2.559576e+01
3.8, 5.662473e+01
3.9, 2.482978e+01
4.0, 4.701866e+01
4.1, 3.447021e+01
4.2, 5.225240e+01
4.3, 3.700240e+01
4.4, 1.273095e+01
4.5, 1.467981e+01
4.6, 6.372740e+01
4.7, 2.659356e+01
4.8, 2.951970e+01
4.9, 4.611308e+01
5.0, 2.456917e+01
5.1, 3.416328e+01
5.2, 1.639809e+01
5.3, 1.653243e+01
5.4, 3.479799e+01
5.5, 3.780239e+01
5.6, 1.454253e+01
5.7, 2.152564e+01
5.8, 1.675125e+01
5.9, 3.462488e+01
6.0, 2.472248e+01
6.1, 1.674897e+01
6.2, 2.231592e+01
6.3, 8.582718e+00
6.4, 2.895691e+01
6.5, 2.292784e+01
6.6, 2.935431e+01
6.7, 3.547157e+01
6.8, 3.233967e+01
6.9, 2.362993e+01
7.0, 8.370056e+00
7.1, 1.815020e+01
7.2, 2.011073e+01
7.3, 1.205040e+01
7.4, 1.999908e+01
7.5, 2.616801e+01
7.6, 4.307234e+01
7.7, 1.733080e+01
7.8, 1.112505e+01
7.9, 1.847051e+01
8.0, 1.413017e+01
8.1, 2.908353e+01
8.2, 1.003879e+01
8.3, 2.954762e+01
8.4, 1.331672e+01
8.5, 2.543844e+01
8.6, 2.625023e+01
8.7, 8.734381e+00
8.8, 1.866309e+01
8.9, 1.515413e+01
9.0, 1.543410e+01
9.1, 2.669702e+01
9.2, 1.176476e+01
9.3, 1.296714e+01
9.4, 1.341295e+01
9.5, 1.291993e+01
9.6, 1.476102e+01
9.7, 7.942873e+00
